timestamp,heart rate zone type,kcal,data source
2025-08-13T11:33:00Z,LIGHT,1.239722,Fitbit App
2025-08-13T11:34:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:35:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:36:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:37:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:38:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:39:00Z,LIGHT,1.239722,Fitbit App
2025-08-13T11:40:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:41:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:42:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:43:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:44:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:45:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:46:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:47:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:48:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:49:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:50:00Z,LIGHT,1.12702,Fitbit App
2025-08-13T11:51:00Z,LIGHT,1.12702,Fitbit App
